kernel,confidence_mode,physics_constraint_mode,localization_policy,localization_candidate_grid,localization_radius_xy,localization_sigma_xy,localization_radius_z,localization_sigma_z,current_weight_boost,context_weight_scale,context_time_conf_power,role_conflict_mode,conflict_speed_threshold_mps,conflict_context_factor,vertical_risk_mode,vertical_localization_policy,vertical_gradient_preserve_weight,vertical_context_mismatch_damping,frames,official_holdout_frames,no_holdout_frames,holdout_points,mean_rmse_vector,mean_mae_vector,mean_bias_u,mean_bias_v,zero_filled_all_frame_mean_rmse_vector,zero_filled_all_frame_mean_mae_vector,mean_effective_reconstructed_voxels,mean_low_conf_fill_voxels,mean_obs_error_sigma_vector_mps,mean_obs_error_weight_factor,mean_adaptive_selected_radius_xy,mean_adaptive_score,mean_role_conflict_voxels,mean_role_conflict_threshold_mps,mean_role_conflict_context_factor,mean_vertical_context_mismatch_candidate_voxels,mean_vertical_oversmoothing_candidate_voxels,mean_strong_vertical_isolated_voxels,mean_vertical_localization_sigma_factor,mean_vertical_risk_candidate_voxels_last,mean_vertical_oversmooth_preserve_voxels_last,mean_vertical_context_mismatch_damped_voxels_last,all_strict_holdout_no_leakage,any_motion_used_as_wind
gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,"8:4,10:5",8,4.0,2,1.0,2.0,0.5,2.6,current_priority_adaptive,11.0,0.25,preserve_strong_layers,support_adaptive,0.12,0.35,11,11,0,30,9.414477228515572,8.81030301690622,-3.7432366233532757,0.43245640583150924,9.414477228515572,8.81030301690622,195449.81818181818,84707.27272727272,8.0,0.9998247771977588,8.0,8.0,1379.3636363636363,11.940776478160512,0.1977177600968968,1503.4545454545455,962.7272727272727,5.636363636363637,0.8684274542412213,2487.181818181818,964.5454545454545,1522.6363636363637,True,False
gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,"8:4,10:5",10,5.0,2,1.0,2.0,0.5,2.6,current_priority_adaptive,11.0,0.25,preserve_strong_layers,support_adaptive,0.12,0.35,14,14,0,28,11.85067772574927,9.535147096030554,-1.714330858206578,6.021970231464931,11.85067772574927,9.535147096030554,213813.14285714287,86009.71428571429,8.0,0.9998867349695432,10.0,10.0,718.5714285714286,12.598537513187953,0.2408994042447635,1468.9285714285713,1592.7142857142858,5.642857142857143,0.8624140150009528,3093.1428571428573,1597.357142857143,1495.7857142857142,True,False
