z,y,x,lat,lon,alt_m,u_cma,v_cma,w_cma,vr_stage2_roi
0,0,0,54.160000000000004,73.04,0.0,2.093827724456787,-8.417461395263672,-0.0043303933925926685,-7.28108549118042
0,0,48,54.160000000000004,76.88,0.0,-0.06876993179321289,-6.485332489013672,-0.003158501349389553,-4.688426494598389
0,0,96,54.160000000000004,80.72,0.0,-0.2377152442932129,-6.177227020263672,-0.005417757201939821,-4.6670732498168945
0,0,144,54.160000000000004,84.56,0.0,-3.175215244293213,-1.4155082702636719,0.0035204135347157717,0.5932140946388245
0,0,192,54.160000000000004,88.4,0.0,-1.500898838043213,0.4077339172363281,-0.00388497207313776,1.0704025030136108
0,0,240,54.160000000000004,92.24,0.0,1.004472255706787,-1.4824028015136719,-0.009701140224933624,-1.7513030767440796
0,0,288,54.160000000000004,96.08,0.0,-0.4061722755432129,2.217792510986328,0.005690678022801876,2.2464191913604736
0,0,336,54.160000000000004,99.92,0.0,-1.601484775543213,1.0024604797363281,0.0006403536535799503,1.2159234285354614
0,0,384,54.160000000000004,103.76,0.0,-2.235273838043213,0.7617378234863281,-0.005305978003889322,0.7802214026451111
0,0,432,54.160000000000004,107.6,0.0,0.3975386619567871,-2.834941864013672,-0.005304635502398014,-2.764317274093628
0,0,480,54.160000000000004,111.44,0.0,0.7012495994567871,-1.1894340515136719,0.00039151543751358986,-0.9777132868766785
0,0,528,54.160000000000004,115.28,0.0,1.043534755706787,-0.032207489013671875,-0.0017830359283834696,0.34848010540008545
0,0,576,54.160000000000004,119.12,0.0,1.131913661956787,-0.012676239013671875,0.0005746802780777216,0.5123180747032166
0,0,624,54.160000000000004,122.96000000000001,0.0,3.822343349456787,-1.9252738952636719,-0.0022272795904427767,0.4814327359199524
0,0,672,54.160000000000004,126.80000000000001,0.0,1.416581630706787,-2.263164520263672,-0.013351167552173138,-0.9028488397598267
0,0,720,54.160000000000004,130.64,0.0,0.5557417869567871,2.332538604736328,0.015155991539359093,2.0933680534362793
0,0,768,54.160000000000004,134.48,0.0,-0.7250199317932129,-0.8046684265136719,-0.017975084483623505,-1.0798914432525635
0,48,0,50.32,73.04,0.0,4.081132411956787,-4.287090301513672,-7.123977411538363e-05,-5.8315887451171875
0,48,48,50.32,76.88,0.0,8.982500076293945,-4.039531707763672,-0.000993557507172227,-9.466236114501953
0,48,96,50.32,80.72,0.0,5.352128505706787,1.4892768859863281,-0.0016925346571952105,-2.7658183574676514
0,48,144,50.32,84.56,0.0,6.137773036956787,5.125507354736328,0.019302254542708397,-0.055970169603824615
