z,y,x,lat,lon,alt_m,u_cma,v_cma,w_cma,vr_stage2_roi
0,0,0,54.160000000000004,73.04,0.0,3.6792407035827637,-4.878627300262451,-0.001085975905880332,-6.020063400268555
0,0,48,54.160000000000004,76.88,0.0,2.384449005126953,-3.1190242767333984,-0.0021803914569318295,-3.9066314697265625
0,0,96,54.160000000000004,80.72,0.0,4.138094902038574,-4.404343605041504,-0.001951219281181693,-6.025201797485352
0,0,144,54.160000000000004,84.56,0.0,6.472860336303711,-0.8672014474868774,0.01013939082622528,-4.325913906097412
0,0,192,54.160000000000004,88.4,0.0,5.762346267700195,-0.5987769365310669,0.03777918964624405,-3.258405923843384
0,0,240,54.160000000000004,92.24,0.0,1.9694749116897583,1.8604679107666016,-0.014547634869813919,0.9834375977516174
0,0,288,54.160000000000004,96.08,0.0,1.9329190254211426,2.749497890472412,0.02464102953672409,2.1427159309387207
0,0,336,54.160000000000004,99.92,0.0,3.000659942626953,1.754055142402649,-0.025248050689697266,1.3186283111572266
0,0,384,54.160000000000004,103.76,0.0,-0.640192985534668,2.4332218170166016,0.00017481704708188772,2.4384396076202393
0,0,432,54.160000000000004,107.6,0.0,2.103036403656006,1.1739118099212646,0.01036128494888544,1.424195647239685
0,0,480,54.160000000000004,111.44,0.0,3.559709310531616,2.476809024810791,0.0033132077660411596,3.284139633178711
0,0,528,54.160000000000004,115.28,0.0,1.1220791339874268,1.67482328414917,0.00756292138248682,1.9677578210830688
0,0,576,54.160000000000004,119.12,0.0,-0.057380497455596924,1.500344157218933,0.012994115240871906,1.3036608695983887
0,0,624,54.160000000000004,122.96000000000001,0.0,-1.7087152004241943,0.23397044837474823,0.001345866359770298,-0.7396531105041504
0,0,672,54.160000000000004,126.80000000000001,0.0,-2.426521062850952,0.4603050947189331,0.004122497979551554,-1.1385406255722046
0,0,720,54.160000000000004,130.64,0.0,-0.6022698283195496,1.5795108079910278,0.010208993218839169,0.7553022503852844
0,0,768,54.160000000000004,134.48,0.0,0.5135505199432373,0.7966983318328857,0.02016189508140087,0.921149492263794
0,48,0,50.32,73.04,0.0,-5.369913101196289,-7.287025451660156,0.004912972915917635,-0.025716235861182213
0,48,48,50.32,76.88,0.0,-0.07538178563117981,-6.154050350189209,0.02953251451253891,-3.9179399013519287
0,48,96,50.32,80.72,0.0,2.551180839538574,-1.242526888847351,-0.0006093729753047228,-2.6890761852264404
0,48,144,50.32,84.56,0.0,1.5477627515792847,2.3524601459503174,0.010900838300585747,0.794697105884552
0,48,192,50.32,88.4,0.0,-0.6447828412055969,2.457766056060791,-0.021181723102927208,2.3951265811920166
0,48,240,50.32,92.24,0.0,-1.0472242832183838,-1.5224097967147827,-0.006304415874183178,-0.8773440718650818
0,48,288,50.32,96.08,0.0,0.5300543904304504,2.184295892715454,-0.014844546094536781,1.8919024467468262
0,48,336,50.32,99.92,0.0,6.781096458435059,-0.10587331652641296,-0.0009915211703628302,-1.291113257408142
0,48,384,50.32,103.76,0.0,1.821232795715332,1.3329287767410278,-0.009998887777328491,1.3138121366500854
0,48,432,50.32,107.6,0.0,1.5553474426269531,3.018801212310791,-0.007996765896677971,3.2233550548553467
0,48,480,50.32,111.44,0.0,1.3430752754211426,3.319875478744507,-0.013631505891680717,3.572251081466675
0,48,528,50.32,115.28,0.0,0.7392340898513794,1.8412621021270752,-0.0021581421606242657,1.9785332679748535
0,48,576,50.32,119.12,0.0,-0.33830496668815613,1.7410666942596436,0.003814153606072068,1.2677971124649048
0,48,624,50.32,122.96000000000001,0.0,1.7488694190979004,1.4866397380828857,-0.0028175406623631716,2.2599709033966064
0,48,672,50.32,126.80000000000001,0.0,1.5984137058258057,0.38550040125846863,-0.002546513918787241,1.40000319480896
0,48,720,50.32,130.64,0.0,-1.8592360019683838,1.398911952972412,-0.002698461292311549,-0.49551597237586975
0,48,768,50.32,134.48,0.0,0.39786040782928467,0.8264834880828857,-0.0006276722997426987,0.8149818778038025
0,96,0,46.480000000000004,73.04,0.0,-2.286937713623047,-1.0859839916229248,0.0008756566094234586,1.4668971300125122
0,96,48,46.480000000000004,76.88,0.0,-2.2897372245788574,2.5674991607666016,0.0032063499093055725,3.3111021518707275
0,96,96,46.480000000000004,80.72,0.0,-1.5977776050567627,1.6464378833770752,-0.016053983941674232,2.2644333839416504
0,96,144,46.480000000000004,84.56,0.0,0.28435128927230835,0.06434154510498047,0.0368318185210228,-0.16967609524726868
0,96,192,46.480000000000004,88.4,0.0,-3.138500213623047,0.012486070394515991,-0.01354306098073721,2.111361503601074
0,96,240,46.480000000000004,92.24,0.0,-0.547419548034668,0.0911644697189331,-0.023219261318445206,0.3831925094127655
0,96,288,46.480000000000004,96.08,0.0,-1.281175971031189,4.110403060913086,0.02425636723637581,4.2706146240234375
0,96,336,46.480000000000004,99.92,0.0,-0.8344312906265259,-1.8578264713287354,-0.011732079088687897,-1.616610050201416
0,96,384,46.480000000000004,103.76,0.0,1.220418930053711,-0.23364025354385376,0.002254950348287821,-0.25055134296417236
0,96,432,46.480000000000004,107.6,0.0,4.672242164611816,1.0195173025131226,-0.006479330360889435,1.9502373933792114
0,96,480,46.480000000000004,111.44,0.0,3.6029059886932373,2.66359281539917,-0.0007635062793269753,3.8705389499664307
0,96,528,46.480000000000004,115.28,0.0,4.958700180053711,2.864699602127075,-0.013629665598273277,5.108325481414795
0,96,576,46.480000000000004,119.12,0.0,1.2649502754211426,1.8597841262817383,-0.005199413746595383,2.2327256202697754
0,96,624,46.480000000000004,122.96000000000001,0.0,2.6614022254943848,-0.2332170605659485,-0.006985586602240801,1.8090585470199585
0,96,672,46.480000000000004,126.80000000000001,0.0,-1.7971916198730469,3.201874017715454,-0.00048126571346074343,0.5032407641410828
0,96,720,46.480000000000004,130.64,0.0,0.8357510566711426,3.0025253295898438,-0.0024956390261650085,2.335947036743164
0,96,768,46.480000000000004,134.48,0.0,0.2988044023513794,1.825930118560791,-0.001980165019631386,1.1610082387924194
0,144,0,42.64,73.04,0.0,1.0051846504211426,6.078241348266602,-0.15870599448680878,1.253751277923584
0,144,48,42.64,76.88,0.0,1.5113694667816162,0.6392113566398621,0.0719694197177887,-1.1247016191482544
0,144,96,42.64,80.72,0.0,1.0035895109176636,1.3556827306747437,-0.07153771072626114,-0.27280503511428833
0,144,144,42.64,84.56,0.0,0.5013108849525452,0.596926212310791,-0.015568124130368233,-0.11399991065263748
0,144,192,42.64,88.4,0.0,-0.7311109304428101,2.658156633377075,-0.045687198638916016,2.1979565620422363
0,144,240,42.64,92.24,0.0,-1.4803297519683838,0.04936758801341057,-0.006181412376463413,1.072812795639038
