kernel,confidence_mode,physics_constraint_mode,localization_policy,localization_candidate_grid,localization_radius_xy,localization_sigma_xy,localization_radius_z,localization_sigma_z,current_weight_boost,context_weight_scale,context_time_conf_power,role_conflict_mode,conflict_speed_threshold_mps,conflict_context_factor,vertical_risk_mode,vertical_localization_policy,vertical_gradient_preserve_weight,vertical_context_mismatch_damping,frames,official_holdout_frames,no_holdout_frames,holdout_points,mean_rmse_vector,mean_mae_vector,mean_bias_u,mean_bias_v,zero_filled_all_frame_mean_rmse_vector,zero_filled_all_frame_mean_mae_vector,mean_effective_reconstructed_voxels,mean_low_conf_fill_voxels,mean_obs_error_sigma_vector_mps,mean_obs_error_weight_factor,mean_adaptive_selected_radius_xy,mean_adaptive_score,mean_role_conflict_voxels,mean_role_conflict_threshold_mps,mean_role_conflict_context_factor,mean_vertical_context_mismatch_candidate_voxels,mean_vertical_oversmoothing_candidate_voxels,mean_strong_vertical_isolated_voxels,mean_vertical_localization_sigma_factor,mean_vertical_risk_candidate_voxels_last,mean_vertical_oversmooth_preserve_voxels_last,mean_vertical_context_mismatch_damped_voxels_last,all_strict_holdout_no_leakage,any_motion_used_as_wind
gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,"8:4,10:5",8,4.0,2,1.0,2.0,0.5,2.6,current_priority_adaptive,11.0,0.25,preserve_strong_layers,fixed,0.12,0.35,11,11,0,30,9.316755556914542,8.766237205612535,-3.6960126495371837,0.41352294923721544,9.316755556914542,8.766237205612535,198337.9090909091,85296.36363636363,8.0,0.9998247771977588,8.0,8.0,1448.5454545454545,11.933632763949307,0.19441497325897217,1362.7272727272727,2200.909090909091,3.4545454545454546,1.0,3579.818181818182,2203.3636363636365,1376.4545454545455,True,False
gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,"8:4,10:5",10,5.0,2,1.0,2.0,0.5,2.6,current_priority_adaptive,11.0,0.25,preserve_strong_layers,fixed,0.12,0.35,14,14,0,28,11.934771130423588,9.660343225880272,-1.6452819936820677,6.003205307614217,11.934771130423588,9.660343225880272,216607.35714285713,86555.71428571429,8.0,0.9998867349695432,10.0,10.0,799.1428571428571,12.579297815050397,0.23883851830448424,1397.0714285714287,2912.1428571428573,9.571428571428571,1.0,4333.5,2912.8571428571427,1420.642857142857,True,False
