kernel,confidence_mode,physics_constraint_mode,localization_policy,localization_candidate_grid,localization_radius_xy,localization_sigma_xy,localization_radius_z,localization_sigma_z,current_weight_boost,context_weight_scale,context_time_conf_power,role_conflict_mode,conflict_speed_threshold_mps,conflict_context_factor,vertical_risk_mode,vertical_localization_policy,vertical_gradient_preserve_weight,vertical_context_mismatch_damping,frames,official_holdout_frames,no_holdout_frames,holdout_points,mean_rmse_vector,mean_mae_vector,mean_bias_u,mean_bias_v,zero_filled_all_frame_mean_rmse_vector,zero_filled_all_frame_mean_mae_vector,mean_effective_reconstructed_voxels,mean_low_conf_fill_voxels,mean_obs_error_sigma_vector_mps,mean_obs_error_weight_factor,mean_adaptive_selected_radius_xy,mean_adaptive_score,mean_role_conflict_voxels,mean_role_conflict_threshold_mps,mean_role_conflict_context_factor,mean_vertical_context_mismatch_candidate_voxels,mean_vertical_oversmoothing_candidate_voxels,mean_strong_vertical_isolated_voxels,mean_vertical_localization_sigma_factor,mean_guard_active_fraction,mean_guarded_fallback_fraction,mean_dynamic_vertical_active_fraction,sum_guard_12km_plus_fallback_count,sum_guard_role_gap_fallback_count,sum_guard_remote_support_fallback_count,sum_guard_light_moderate_protected_count,mean_vertical_risk_candidate_voxels_last,mean_vertical_oversmooth_preserve_voxels_last,mean_vertical_context_mismatch_damped_voxels_last,all_strict_holdout_no_leakage,any_motion_used_as_wind
gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,"8:4,10:5",8,4.0,2,1.0,2.0,0.5,2.6,current_priority_adaptive,11.0,0.25,preserve_strong_layers,fixed,0.12,0.35,3,3,0,12,2.917557035446574,2.7161456400731,0.43041796789952547,-0.046330070430140556,2.917557035446574,2.7161456400731,232760.33333333334,101297.66666666667,8.0,0.9999717034521788,8.0,8.0,1915.6666666666667,11.787671407063803,0.19876707593599954,1262.0,2100.0,4.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3406.6666666666665,2103.0,1303.6666666666667,True,False
gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,"8:4,10:5",10,5.0,2,1.0,2.0,0.5,2.6,current_priority_adaptive,11.0,0.25,preserve_strong_layers,fixed,0.12,0.35,5,5,0,11,4.539939109938095,4.175445094473689,-0.14849297239222814,-0.9891515528313498,4.539939109938095,4.175445094473689,215588.4,87564.4,8.0,0.9998317185109638,10.0,10.0,1041.4,13.153330993652343,0.2517139405012131,1054.0,2544.4,11.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3604.6,2544.4,1060.2,True,False
