kernel,confidence_mode,physics_constraint_mode,localization_policy,localization_candidate_grid,localization_radius_xy,localization_sigma_xy,localization_radius_z,localization_sigma_z,current_weight_boost,context_weight_scale,context_time_conf_power,role_conflict_mode,conflict_speed_threshold_mps,conflict_context_factor,vertical_risk_mode,vertical_localization_policy,vertical_gradient_preserve_weight,vertical_context_mismatch_damping,frames,official_holdout_frames,no_holdout_frames,holdout_points,mean_rmse_vector,mean_mae_vector,mean_bias_u,mean_bias_v,zero_filled_all_frame_mean_rmse_vector,zero_filled_all_frame_mean_mae_vector,mean_effective_reconstructed_voxels,mean_low_conf_fill_voxels,mean_obs_error_sigma_vector_mps,mean_obs_error_weight_factor,mean_adaptive_selected_radius_xy,mean_adaptive_score,mean_role_conflict_voxels,mean_role_conflict_threshold_mps,mean_role_conflict_context_factor,mean_vertical_context_mismatch_candidate_voxels,mean_vertical_oversmoothing_candidate_voxels,mean_strong_vertical_isolated_voxels,mean_vertical_localization_sigma_factor,mean_guard_active_fraction,mean_guarded_fallback_fraction,mean_dynamic_vertical_active_fraction,sum_guard_12km_plus_fallback_count,sum_guard_role_gap_fallback_count,sum_guard_remote_support_fallback_count,sum_guard_light_moderate_protected_count,mean_vertical_risk_candidate_voxels_last,mean_vertical_oversmooth_preserve_voxels_last,mean_vertical_context_mismatch_damped_voxels_last,all_strict_holdout_no_leakage,any_motion_used_as_wind
gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,"8:4,10:5",10,5.0,2,1.0,2.0,0.5,2.6,current_priority_adaptive,11.0,0.25,preserve_strong_layers,fixed,0.12,0.35,4,4,0,7,5.806426188566749,5.0896289662082355,2.2426617415778676,1.074487807153257,5.806426188566749,5.0896289662082355,255532.75,103797.25,8.0,1.0,10.0,10.0,2824.25,13.43495512008667,0.21836240589618683,2476.5,4436.25,33.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6981.75,4440.75,2541.0,True,False
gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,"8:4,10:5",8,4.0,2,1.0,2.0,0.5,2.6,current_priority_adaptive,11.0,0.25,preserve_strong_layers,fixed,0.12,0.35,4,4,0,13,8.499203390127771,7.427494980753809,3.5012132553351885,-2.6709533303972615,8.499203390127771,7.427494980753809,196003.75,84685.75,8.0,0.9997107438016529,8.0,8.0,2721.25,9.849632263183594,0.2020399458706379,1327.5,2519.25,23.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3886.75,2520.75,1366.0,True,False
