time_str,kernel,confidence_mode,physics_constraint_mode,localization_policy,localization_radius_xy,localization_sigma_xy,localization_radius_z,localization_sigma_z,strict_holdout_no_leakage,motion_used_as_wind,z,y,x,lat,lon,alt_m,gt_u,gt_v,gt_speed,pred_u,pred_v,pred_speed,u_error,v_error,abs_u_error,abs_v_error,vector_error,error_to_truth_speed_ratio,recon_confidence,obs_count,obs_conf,nearest_role_gap_mps,nearest_current_count,nearest_context_count,recon_vertical_jump_mps,vertical_speed_gap_mps,vertical_neighbor_max_speed_mps,point_neighbor_count,point_neighbor_mean_vector_error,point_neighbor_min_vector_error,point_neighbor_weighted_vector_error,point_neighbor_std_vector_error,representativeness_gap_point_minus_min_mps,role_overlap_at_point,role_conflict_at_point,role_conflict_component_gap_at_point_mps,role_conflict_threshold_at_point_mps,role_conflict_context_factor_at_point,role_conflict_current_density_at_point,role_conflict_context_time_conf_at_point,role_conflict_context_weight_at_point,role_conflict_context_removed_weight_at_point,qc_review_flag,qc_review_reasons,nearest_train_distance_vox,nearest_train_source_role,nearest_train_u,nearest_train_v,nearest_train_base_weight,nearest_observations_json,frame_holdout_wind_records,frame_rmse_vector,frame_mae_vector,adaptive_reasons,adaptive_current_support,adaptive_context_support
20260124000000,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,25,225,519,36.160000000000004,114.56,12500.0,32.96724139496962,-16.797648490363226,37.0,31.20008659362793,-19.003597259521484,36.53193277465584,-1.7671548013416896,-2.205948769158258,1.7671548013416896,2.205948769158258,2.826490060845044,0.07639162326608226,1.0,1,1.0,10.61146360876475,1,2,2.695976495742798,1.11541748046875,39.22264862060547,27,3.237844396520544,2.814603805541992,3.237844396520544,0.4137733530956278,0.011886255303051652,True,True,14.997360229492188,10.882344245910645,0.05000000074505806,1.0,0.5699356198310852,0.056206293404102325,0.05339597910642624,True,role_conflict_triggered_at_holdout_voxel,1.4142135623730951,context_wind,32.30844089787559,-25.242120488351997,0.07457045429056786,"[{""distance_vox"": 1.4142135623730951, ""source_role"": ""context_wind"", ""z"": 26, ""y"": 225, ""x"": 518, ""u"": 32.30844089787559, ""v"": -25.242120488351997, ""base_weight"": 0.07457045429056786, ""time_conf"": 0.5852539853463283, ""qc_flags"": ""ok""}, {""distance_vox"": 2.23606797749979, ""source_role"": ""current_wind_train"", ""z"": 25, ""y"": 226, ""x"": 517, ""u"": 30.858022825276045, ""v"": -18.54137069676195, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 3.1622776601683795, ""source_role"": ""context_wind"", ""z"": 28, ""y"": 225, ""x"": 518, ""u"": 37.214781741247585, ""v"": -27.03812160545375, ""base_weight"": 0.07457045429056786, ""time_conf"": 0.5852539853463283, ""qc_flags"": ""ok""}]",1,2.826490060845044,2.826490060845044,default_timepower15_8_4_conservative_v2;moderate_current_support_fresh_context_prefers_10_5;v3_low_error_guard_prefers_8_4,4,496
20260127152400,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,10,5.0,2,1.0,True,False,29,380,499,23.760000000000005,112.96000000000001,14500.0,28.522794363147643,-26.597936042437446,39.0,26.30040740966797,-20.5403995513916,33.37093711068549,-2.222386953479674,6.057536491045845,2.222386953479674,6.057536491045845,6.452344698739263,0.1654447358651093,1.0,1,1.0,19.257985316806845,1,2,3.7518470287323,0.6386070251464844,36.61489486694336,27,6.649600788399026,5.1226654052734375,6.937962181961159,0.9048751918148222,1.3296792934658255,True,False,7.8329033851623535,14.996219635009766,0.3530029356479645,0.1758711040019989,0.7062584757804871,0.19011779129505157,0.0,False,,2.0,current_wind_train,21.141949161937447,-22.67196475019429,0.5669373788524215,"[{""distance_vox"": 2.0, ""source_role"": ""current_wind_train"", ""z"": 27, ""y"": 380, ""x"": 499, ""u"": 21.141949161937447, ""v"": -22.67196475019429, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 2.23606797749979, ""source_role"": ""context_wind"", ""z"": 28, ""y"": 378, ""x"": 499, ""u"": 26.888331782436836, ""v"": -10.863591209061447, ""base_weight"": 0.009783691503829262, ""time_conf"": 0.35766148310881457, ""qc_flags"": ""ok""}, {""distance_vox"": 2.8284271247461903, ""source_role"": ""context_wind"", ""z"": 27, ""y"": 378, ""x"": 499, ""u"": 26.667585196068725, ""v"": -4.223730556086228, ""base_weight"": 0.009783691503829262, ""time_conf"": 0.35766148310881457, ""qc_flags"": ""ok""}]",2,6.2302509464603695,6.226143249244829,default_timepower15_8_4_conservative_v2;moderate_current_support_fresh_context_prefers_10_5,11,765
20260201042400,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,29,323,497,28.320000000000004,112.80000000000001,14500.0,30.376660163930538,-12.894127240146025,33.0,30.629526138305664,-12.313318252563477,33.01190206343862,0.25286597437512626,0.5808089875825484,0.25286597437512626,0.5808089875825484,0.6334668744720175,0.01919596589309144,1.0,1,1.0,0.0,0,3,3.0879526138305664,0.2523384094238281,35.47103500366211,27,2.424335250148067,0.5633254051208496,2.312419451901546,1.116925911719033,0.07014146935116794,True,False,8.121655464172363,15.373773574829102,0.41132283210754395,0.10713755339384079,0.7747848629951477,0.3824582099914551,0.0,True,context_only_nearest_support,1.0,context_wind,43.45828698618606,-6.8831164617701495,0.013211407295522025,"[{""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 29, ""y"": 322, ""x"": 497, ""u"": 43.45828698618606, ""v"": -6.8831164617701495, ""base_weight"": 0.013211407295522025, ""time_conf"": 0.40146144093168823, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 29, ""y"": 323, ""x"": 498, ""u"": 44.01664203302125, ""v"": -9.356026086799174, ""base_weight"": 0.019522224941848732, ""time_conf"": 0.4665164957684037, ""qc_flags"": ""ok""}, {""distance_vox"": 1.4142135623730951, ""source_role"": ""context_wind"", ""z"": 28, ""y"": 323, ""x"": 498, ""u"": 31.060545559848435, ""v"": -13.829045864577193, ""base_weight"": 0.11601412776164566, ""time_conf"": 0.9258747122872905, ""qc_flags"": ""ok""}]",4,2.7619904953417005,2.228676129117966,default_timepower15_8_4_conservative_v2,25,1202
20260203124800,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,10,5.0,2,1.0,True,False,29,249,516,34.24,114.32,14500.0,-15.647190601953252,20.764523261229616,26.0,14.005717277526855,1.3185654878616333,14.067648396366538,29.652907879480107,-19.445957773367983,29.652907879480107,19.445957773367983,35.46040354300194,1.3638616747308439,1.0,1,1.0,0.0,0,3,17.86078643798828,2.951597213745117,23.4107608795166,27,33.105612436930336,17.58079719543457,33.105612436930336,11.596370254268017,17.879606347567368,True,True,43.23636245727539,15.547775268554688,0.44012922048568726,0.11988058686256409,0.8413177132606506,0.737328290939331,0.4128085672855377,True,high_vector_error_ge_30mps;context_only_nearest_support;role_conflict_triggered_at_holdout_voxel,0.0,context_wind,19.9387713148063,-9.297601758295391,0.05003353074966573,"[{""distance_vox"": 0.0, ""source_role"": ""context_wind"", ""z"": 29, ""y"": 249, ""x"": 516, ""u"": 19.9387713148063, ""v"": -9.297601758295391, ""base_weight"": 0.05003353074966573, ""time_conf"": 0.6699949944086782, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 28, ""y"": 249, ""x"": 516, ""u"": 23.25304307677452, ""v"": -5.1363450229652905, ""base_weight"": 0.09552265720283191, ""time_conf"": 0.6743109258720654, ""qc_flags"": ""ok""}, {""distance_vox"": 1.4142135623730951, ""source_role"": ""context_wind"", ""z"": 28, ""y"": 250, ""x"": 516, ""u"": 23.941537206235783, ""v"": -1.6741553698590053, ""base_weight"": 0.1256887964402692, ""time_conf"": 0.9548416039104165, ""qc_flags"": ""ok""}]",2,25.219406939625173,19.640486654724175,default_timepower15_8_4_conservative_v2;moderate_current_support_fresh_context_prefers_10_5,9,591
20260207024800,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,24,236,523,35.28,114.88,12000.0,103.46025087147848,-2.722296305182757,103.49605986491696,105.26510620117188,-3.311702013015747,105.31718736164105,1.804855329693396,-0.5894057078329902,1.804855329693396,0.5894057078329902,1.8986579074569396,0.01834521922800798,1.0,2,1.0,0.0,3,0,0.4362693428993225,0.17232513427734375,105.3807144165039,27,1.813287236072399,1.4939804077148438,1.813287236072399,0.22726116633055937,0.4046774997420959,False,False,0.0,12.375,0.16857144236564636,1.0,1.0,0.0,0.0,True,strong_truth_speed_ge_90mps;strong_wind_vertical_oversmoothing_candidate,1.0,current_wind_train,104.39637357960811,-4.562411531284624,0.7785326095478529,"[{""distance_vox"": 1.0, ""source_role"": ""current_wind_train"", ""z"": 24, ""y"": 235, ""x"": 523, ""u"": 104.39637357960811, ""v"": -4.562411531284624, ""base_weight"": 0.7785326095478529, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""current_wind_train"", ""z"": 24, ""y"": 237, ""x"": 523, ""u"": 101.89903845045714, ""v"": -4.449008100217707, ""base_weight"": 0.7785326095478529, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 2.0, ""source_role"": ""current_wind_train"", ""z"": 24, ""y"": 234, ""x"": 523, ""u"": 103.96063158719397, ""v"": -2.7135754181361804, ""base_weight"": 0.7785326095478529, ""time_conf"": 1.0, ""qc_flags"": ""ok""}]",7,5.515103481033908,4.798145530649745,default_timepower15_8_4_conservative_v2,46,957
20260207024800,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,29,289,519,31.040000000000006,114.56,14500.0,57.9555495773441,15.529142706151237,60.0,52.42515563964844,15.923144340515137,54.78999424648849,-5.5303939376956635,0.39400163436389946,5.5303939376956635,0.39400163436389946,5.54441109532675,0.09240685158877918,0.9385271668434143,1,1.0,0.0,0,3,5.356958389282227,0.5326690673828125,58.71615219116211,27,5.912351188836275,1.2535467147827148,7.506039984968095,3.926986466699888,4.290864380544035,True,False,9.491249084472656,15.887351989746094,0.4709286391735077,0.05750107392668724,0.8592508435249329,0.2613944113254547,0.0,True,context_only_nearest_support,1.0,context_wind,58.21774357655979,14.515313735980067,0.10185541803731726,"[{""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 29, ""y"": 289, ""x"": 520, ""u"": 58.21774357655979, ""v"": 14.515313735980067, ""base_weight"": 0.10185541803731726, ""time_conf"": 0.8806658735961485, ""qc_flags"": ""ok""}, {""distance_vox"": 1.4142135623730951, ""source_role"": ""context_wind"", ""z"": 28, ""y"": 289, ""x"": 520, ""u"": 52.596761577966944, ""v"": 16.08044375975054, ""base_weight"": 0.10185541803731726, ""time_conf"": 0.8806658735961485, ""qc_flags"": ""ok""}, {""distance_vox"": 1.7320508075688772, ""source_role"": ""context_wind"", ""z"": 28, ""y"": 290, ""x"": 520, ""u"": 54.21022142882375, ""v"": 17.61396867937201, ""base_weight"": 0.10708414927572055, ""time_conf"": 0.8977865850653692, ""qc_flags"": ""ok""}]",7,5.515103481033908,4.798145530649745,default_timepower15_8_4_conservative_v2,46,957
20260211005400,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,24,240,508,34.96,113.68,12000.0,11.14317490912746,-6.695494973830704,13.0,14.08742618560791,-6.2961201667785645,15.430382551624156,2.9442512764804505,0.3993748070521397,2.9442512764804505,0.3993748070521397,2.971214535432387,0.22855496426402977,1.0,1,1.0,7.846296053125868,2,1,3.9870846271514893,0.37088966369628906,15.070976257324219,27,3.139591658556903,2.6877455711364746,3.139591658556903,0.34496459076165836,0.2834689642959125,True,False,4.450325965881348,11.819725036621094,0.15651445090770721,0.7238734364509583,0.7825974225997925,0.31303760409355164,0.0,False,,1.0,current_wind_train,15.300876095408567,-4.677947275563787,0.5669373788524215,"[{""distance_vox"": 1.0, ""source_role"": ""current_wind_train"", ""z"": 23, ""y"": 240, ""x"": 508, ""u"": 15.300876095408567, ""v"": -4.677947275563787, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 1.4142135623730951, ""source_role"": ""current_wind_train"", ""z"": 23, ""y"": 240, ""x"": 509, ""u"": 14.095389311788624, ""v"": -5.1303021498850345, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 2.0, ""source_role"": ""context_wind"", ""z"": 24, ""y"": 240, ""x"": 510, ""u"": 14.339482024232673, ""v"": -12.465121550819633, ""base_weight"": 0.06962290108012459, ""time_conf"": 0.7607822836063717, ""qc_flags"": ""ok""}]",7,6.569753737281176,5.3038265872533525,default_timepower15_8_4_conservative_v2,44,866
20260211005400,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,27,239,507,35.040000000000006,113.6,13500.0,11.979532650709396,-9.02722534728072,15.0,10.662866592407227,-11.388336181640625,15.600991152921633,-1.3166660583021699,-2.3611108343599057,1.3166660583021699,2.3611108343599057,2.7034152254540373,0.18022768169693582,1.0,1,1.0,12.404634639604051,2,1,0.9860639572143555,0.02009296417236328,16.529460906982422,27,2.7692856700332076,2.5962843894958496,2.7692856700332076,0.15431592730104968,0.10713083595818773,True,False,7.966690540313721,14.165905952453613,0.3120667040348053,0.3573002517223358,0.7856721878051758,0.1669650673866272,0.0,False,,1.4142135623730951,current_wind_train,8.356238925925014,-9.958577760546712,0.5669373788524215,"[{""distance_vox"": 1.4142135623730951, ""source_role"": ""current_wind_train"", ""z"": 26, ""y"": 239, ""x"": 508, ""u"": 8.356238925925014, ""v"": -9.958577760546712, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 1.7320508075688772, ""source_role"": ""context_wind"", ""z"": 28, ""y"": 238, ""x"": 508, ""u"": 19.151111077974452, ""v"": -16.06969024216348, ""base_weight"": 0.06962290108012459, ""time_conf"": 0.7607822836063717, ""qc_flags"": ""ok""}, {""distance_vox"": 2.23606797749979, ""source_role"": ""current_wind_train"", ""z"": 29, ""y"": 238, ""x"": 507, ""u"": 10.419875556884964, ""v"": -10.790097005079764, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}]",7,6.569753737281176,5.3038265872533525,default_timepower15_8_4_conservative_v2,44,866
20260211005400,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,29,327,504,28.000000000000004,113.36,14500.0,10.072090129602232,-5.8822757831737675,11.66396879145959,9.472562789916992,-4.350633144378662,10.423888648958513,-0.5995273396852401,1.5316426387951054,0.5995273396852401,1.5316426387951054,1.644798529913404,0.1410153404317862,1.0,3,1.0,0.0,3,0,1.4004639387130737,0.22351551055908203,11.323580741882324,27,1.9364150563875835,0.9386582374572754,1.9364150563875835,0.9436002772874511,0.7061402924561286,True,False,5.171269416809082,11.928265571594238,0.06040814518928528,1.0,0.6979591846466064,0.36363065242767334,0.0,False,,1.0,current_wind_train,10.440689361366235,-5.907057826175667,0.973165761934816,"[{""distance_vox"": 1.0, ""source_role"": ""current_wind_train"", ""z"": 29, ""y"": 326, ""x"": 504, ""u"": 10.440689361366235, ""v"": -5.907057826175667, ""base_weight"": 0.973165761934816, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 2.0, ""source_role"": ""current_wind_train"", ""z"": 29, ""y"": 325, ""x"": 504, ""u"": 10.286007608425347, ""v"": -6.180456898920649, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 2.23606797749979, ""source_role"": ""current_wind_train"", ""z"": 28, ""y"": 325, ""x"": 504, ""u"": 10.336618828644992, ""v"": -3.762221576582359, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}]",7,6.569753737281176,5.3038265872533525,default_timepower15_8_4_conservative_v2,44,866
20260215091800,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,27,329,490,27.840000000000003,112.24000000000001,13500.0,42.29551462128604,12.128043655947952,44.00000000000001,40.29676055908203,13.10290813446045,42.373519008174185,-1.9987540622040072,0.9748644785124974,1.9987540622040072,0.9748644785124974,2.22382071054356,0.0505413797850809,1.0,1,1.0,15.067506906332351,2,1,4.055194854736328,0.33914947509765625,46.273677825927734,27,3.34355898698171,1.827272653579712,3.34355898698171,1.5281253201676794,0.396548056963848,True,False,7.344244003295898,11.426093101501465,0.05000000074505806,1.0,0.6439427137374878,0.22096218168735504,0.0,False,,1.4142135623730951,current_wind_train,47.33036548816435,12.68213321002351,0.5669373788524215,"[{""distance_vox"": 1.4142135623730951, ""source_role"": ""current_wind_train"", ""z"": 28, ""y"": 329, ""x"": 489, ""u"": 47.33036548816435, ""v"": 12.68213321002351, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 1.7320508075688772, ""source_role"": ""current_wind_train"", ""z"": 26, ""y"": 330, ""x"": 491, ""u"": 36.64801221065043, ""v"": 13.338785589701073, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 2.23606797749979, ""source_role"": ""context_wind"", ""z"": 25, ""y"": 328, ""x"": 490, ""u"": 33.12858220269799, ""v"": 7.648335847691419, ""base_weight"": 0.012072999488438176, ""time_conf"": 0.38778619045843365, ""qc_flags"": ""ok""}]",5,3.9975293558785894,3.5514116222869205,default_timepower15_8_4_conservative_v2,35,726
