time_str,kernel,confidence_mode,physics_constraint_mode,localization_policy,localization_radius_xy,localization_sigma_xy,localization_radius_z,localization_sigma_z,strict_holdout_no_leakage,motion_used_as_wind,z,y,x,lat,lon,alt_m,gt_u,gt_v,gt_speed,pred_u,pred_v,pred_speed,u_error,v_error,abs_u_error,abs_v_error,vector_error,error_to_truth_speed_ratio,recon_confidence,obs_count,obs_conf,nearest_role_gap_mps,nearest_current_count,nearest_context_count,recon_vertical_jump_mps,vertical_speed_gap_mps,vertical_neighbor_max_speed_mps,point_neighbor_count,point_neighbor_mean_vector_error,point_neighbor_min_vector_error,point_neighbor_weighted_vector_error,point_neighbor_std_vector_error,representativeness_gap_point_minus_min_mps,representation_equivalent_error_r1_min_mps,representation_equivalent_error_r1_weighted_mps,representation_equivalent_gain_r1_min_mps,representation_equivalent_gain_r1_weighted_mps,representation_equivalent_local_sigma_r1_mps,role_overlap_at_point,role_conflict_at_point,role_conflict_component_gap_at_point_mps,role_conflict_threshold_at_point_mps,role_conflict_context_factor_at_point,role_conflict_current_density_at_point,role_conflict_context_time_conf_at_point,role_conflict_context_weight_at_point,role_conflict_context_removed_weight_at_point,qc_review_flag,qc_review_reasons,nearest_train_distance_vox,nearest_train_source_role,nearest_train_u,nearest_train_v,nearest_train_base_weight,nearest_observations_json,tail_risk_score_at_point,reliability_confidence_at_point,no_claim_at_point,reliability_distance_factor_at_point,reliability_role_consistency_factor_at_point,reliability_support_count_factor_at_point,reliability_vertical_consistency_factor_at_point,frame_holdout_wind_records,frame_rmse_vector,frame_mae_vector,adaptive_reasons,adaptive_current_support,adaptive_context_support
20260126203000,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,5,245,508,34.56,113.68,2500.0,-1.5108438014230507,6.464538365032458,6.638742747333637,-0.6423682570457458,1.3718550205230713,1.5148013648641678,0.8684755443773049,-5.092683344509386,0.8684755443773049,5.092683344509386,5.166204933858583,0.7781902583788957,1.0,3,1.0,8.948593315838444,1,2,0.656569242477417,0.38144922256469727,1.2860151529312134,27,5.467691421508789,5.080247402191162,5.467691421508789,0.26893701680063326,0.08595753166742082,5.080247402191162,5.467691421508789,0.08595753166742082,0.0,0.26893701680063326,True,False,5.209377288818359,8.677536010742188,0.05000000074505806,1.0,0.7962230443954468,0.7813829779624939,0.0,False,,0.0,context_wind,-0.23566364017864436,1.639453072954728,0.18041394413961542,"[{""distance_vox"": 0.0, ""source_role"": ""context_wind"", ""z"": 5, ""y"": 245, ""x"": 508, ""u"": -0.23566364017864436, ""v"": 1.639453072954728, ""base_weight"": 0.18041394413961542, ""time_conf"": 0.8060207523233376, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""current_wind_train"", ""z"": 6, ""y"": 245, ""x"": 508, ""u"": -0.835038605760392, ""v"": 5.941608412449423, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 4, ""y"": 245, ""x"": 508, ""u"": -0.2614672282429745, ""v"": -2.988584094275237, ""base_weight"": 0.08090498495136102, ""time_conf"": 0.8060207523233376, ""qc_flags"": ""ok""}]",0.0,1.0,False,1.0,1.0,1.0,1.0,1,5.166204933858583,5.166204933858583,default_timepower15_8_4_conservative_v2,4,459
20260131131800,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,10,5.0,2,1.0,True,False,6,295,513,30.560000000000002,114.08,3000.0,-1.5529142706151244,-5.79555495773441,6.000000000000001,-0.17242157459259033,-9.660306930541992,9.661845537559717,1.380492696022534,-3.864751972807582,1.380492696022534,3.864751972807582,4.103908855602383,0.6839848092670637,0.7824973464012146,1,1.0,0.0,0,3,4.14902925491333,0.49726295471191406,12.03690242767334,27,3.778147218403993,0.508440375328064,3.813982980691896,2.545296628257874,3.5954684802743193,0.508440375328064,3.813982980691896,3.5954684802743193,0.2899258749104874,2.545296628257874,False,False,0.0,12.532764434814453,0.38589993119239807,0.0,0.871799886226654,0.29943862557411194,0.0,True,context_only_nearest_support,1.0,context_wind,3.3265870530841575,-15.65036161174089,0.09215141856530772,"[{""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 5, ""y"": 295, ""x"": 513, ""u"": 3.3265870530841575, ""v"": -15.65036161174089, ""base_weight"": 0.09215141856530772, ""time_conf"": 0.8473976959134202, ""qc_flags"": ""ok""}, {""distance_vox"": 1.4142135623730951, ""source_role"": ""context_wind"", ""z"": 5, ""y"": 294, ""x"": 513, ""u"": 1.0463471061618845, ""v"": -14.963460753897364, ""base_weight"": 0.12823098835990984, ""time_conf"": 0.9622238368941451, ""qc_flags"": ""ok""}, {""distance_vox"": 1.4142135623730951, ""source_role"": ""context_wind"", ""z"": 7, ""y"": 296, ""x"": 513, ""u"": -4.455032620941839, ""v"": -2.269952498697734, ""base_weight"": 0.09215141856530772, ""time_conf"": 0.8473976959134202, ""qc_flags"": ""ok""}]",0.1,0.7824973464012146,False,1.0,1.0,1.0,1.0,3,12.827769504825696,9.49824141716208,default_timepower15_8_4_conservative_v2;moderate_current_support_fresh_context_prefers_10_5,17,993
20260131131800,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,10,5.0,2,1.0,True,False,23,250,513,34.160000000000004,114.08,11500.0,19.241633557066702,-10.66581164541942,21.999999999999996,4.064274787902832,4.794854164123535,6.285615006250018,-15.17735876916387,15.460665809542956,15.17735876916387,15.460665809542956,21.665281130931255,0.9847855059514209,1.0,1,1.0,0.0,0,3,1.502198338508606,0.3250279426574707,7.192444324493408,27,21.27556115609628,18.482633590698242,21.27556115609628,1.3153498890319932,3.182647540233013,18.482633590698242,21.27556115609628,3.182647540233013,0.3897199748349749,1.3153498890319932,False,False,0.0,13.789034843444824,0.34924793243408203,0.0,0.6784958839416504,0.841497540473938,0.0,True,context_only_nearest_support,1.4142135623730951,context_wind,19.659649062935802,-13.765834472425105,0.004903161382845756,"[{""distance_vox"": 1.4142135623730951, ""source_role"": ""context_wind"", ""z"": 23, ""y"": 249, ""x"": 512, ""u"": 19.659649062935802, ""v"": -13.765834472425105, ""base_weight"": 0.004903161382845756, ""time_conf"": 0.2742062449236565, ""qc_flags"": ""ok""}, {""distance_vox"": 1.4142135623730951, ""source_role"": ""context_wind"", ""z"": 24, ""y"": 250, ""x"": 512, ""u"": 19.896901741321, ""v"": -13.420629683297928, ""base_weight"": 0.005052668679409314, ""time_conf"": 0.2773923680169612, ""qc_flags"": ""ok""}, {""distance_vox"": 1.4142135623730951, ""source_role"": ""context_wind"", ""z"": 23, ""y"": 249, ""x"": 514, ""u"": 21.346505978071924, ""v"": -5.322281703192685, ""base_weight"": 0.07618790211547989, ""time_conf"": 0.7876112128976197, ""qc_flags"": ""ok""}]",0.1,1.0,False,1.0,1.0,1.0,1.0,3,12.827769504825696,9.49824141716208,default_timepower15_8_4_conservative_v2;moderate_current_support_fresh_context_prefers_10_5,17,993
20260131131800,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,10,5.0,2,1.0,True,False,29,388,508,23.120000000000005,113.68,14500.0,29.885840942752367,2.6146722824297477,30.000000000000004,30.86659049987793,0.07170800119638443,30.86667379431399,0.9807495571255629,-2.5429642812333633,0.9807495571255629,2.5429642812333633,2.725534264952599,0.09085114216508662,1.0,1,1.0,0.0,0,3,1.5559953451156616,0.366424560546875,31.636337280273438,27,2.926332959422359,2.582378625869751,2.926332959422359,0.18873421238945087,0.14315563908284812,2.582378625869751,2.926332959422359,0.14315563908284812,0.0,0.18873421238945087,False,False,0.0,15.84461784362793,0.4621281623840332,0.0,0.8013992309570312,0.9959546327590942,0.0,True,context_only_nearest_support,0.0,context_wind,30.937354101921375,2.29430336006826,0.1040002345788606,"[{""distance_vox"": 0.0, ""source_role"": ""context_wind"", ""z"": 29, ""y"": 388, ""x"": 508, ""u"": 30.937354101921375, ""v"": 2.29430336006826, ""base_weight"": 0.1040002345788606, ""time_conf"": 0.7858659610447167, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 29, ""y"": 387, ""x"": 508, ""u"": 30.61833855844927, ""v"": -4.849468416247151, ""base_weight"": 0.011833651089600375, ""time_conf"": 0.38481107396674813, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 28, ""y"": 388, ""x"": 508, ""u"": 30.711125726550534, ""v"": -4.743587321471786, ""base_weight"": 0.025326684788871196, ""time_conf"": 0.44580277702526777, ""qc_flags"": ""ok""}]",0.1,1.0,False,1.0,1.0,1.0,1.0,3,12.827769504825696,9.49824141716208,default_timepower15_8_4_conservative_v2;moderate_current_support_fresh_context_prefers_10_5,17,993
20260202181200,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,24,242,509,34.8,113.76,12000.0,52.0,9.552245033349354e-15,52.0,11.348189353942871,3.022296667098999,11.743750625626381,-40.65181064605713,3.0222966670989893,40.65181064605713,3.0222966670989893,40.764003556407964,0.7839231453155378,0.8627061247825623,1,1.0,0.0,0,3,2.9690299034118652,0.013813972473144531,14.006940841674805,27,40.88825593171296,37.30410385131836,41.181718599568505,2.130522635714631,3.4598997050896045,37.30410385131836,41.181718599568505,3.4598997050896045,0.0,2.130522635714631,False,False,0.0,13.929075241088867,0.32037830352783203,0.0,0.6036137342453003,0.08869702368974686,0.0,True,high_vector_error_ge_30mps;context_only_nearest_support,0.0,context_wind,20.990872971345503,11.635430885912085,0.01028593570819972,"[{""distance_vox"": 0.0, ""source_role"": ""context_wind"", ""z"": 24, ""y"": 242, ""x"": 509, ""u"": 20.990872971345503, ""v"": 11.635430885912085, ""base_weight"": 0.01028593570819972, ""time_conf"": 0.3646146525679137, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 23, ""y"": 242, ""x"": 509, ""u"": 15.563888841490842, ""v"": 10.897952290669881, ""base_weight"": 0.01028593570819972, ""time_conf"": 0.3646146525679137, ""qc_flags"": ""ok""}, {""distance_vox"": 1.4142135623730951, ""source_role"": ""context_wind"", ""z"": 25, ""y"": 241, ""x"": 509, ""u"": 24.722532600049956, ""v"": 13.145203758004943, ""base_weight"": 0.01028593570819972, ""time_conf"": 0.3646146525679137, ""qc_flags"": ""ok""}]",0.1,0.8627061247825623,False,1.0,1.0,1.0,1.0,1,40.764003556407964,40.764003556407964,default_timepower15_8_4_conservative_v2,1,618
20260206100000,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,11,246,507,34.480000000000004,113.6,5500.0,6.540542082231406,9.04781204526212,11.164299957266925,12.931990623474121,4.8063836097717285,13.796293157580585,6.391448541242715,-4.241428435490391,6.391448541242715,4.241428435490391,7.670745050432852,0.6870780147249543,1.0,2,1.0,30.855758605677536,1,2,10.408371925354004,3.1609573364257812,16.624406814575195,27,8.524998982747396,5.363781929016113,8.524998982747396,2.308262099163994,2.3069631214167385,5.363781929016113,8.524998982747396,2.3069631214167385,0.0,2.308262099163994,True,True,11.132991790771484,10.078359603881836,0.10858217626810074,0.46899887919425964,0.6454635858535767,0.9118540287017822,0.8128429055213928,True,nearest_current_context_role_gap_ge_30mps;role_conflict_triggered_at_holdout_voxel,0.0,context_wind,2.797705328453724,10.898823883771525,0.029330903091350592,"[{""distance_vox"": 0.0, ""source_role"": ""context_wind"", ""z"": 11, ""y"": 246, ""x"": 507, ""u"": 2.797705328453724, ""v"": 10.898823883771525, ""base_weight"": 0.029330903091350592, ""time_conf"": 0.4491629096873816, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""current_wind_train"", ""z"": 12, ""y"": 246, ""x"": 507, ""u"": 12.990381056766577, ""v"": 7.500000000000007, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 12, ""y"": 246, ""x"": 507, ""u"": 14.549104196855085, ""v"": -23.316362882475204, ""base_weight"": 0.014165597316800274, ""time_conf"": 0.334997497204339, ""qc_flags"": ""ok""}]",0.245,0.075,False,1.0,0.15,1.0,0.5,4,5.487323251368465,4.831859144561293,default_timepower15_8_4_conservative_v2,22,1036
20260206100000,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,17,247,509,34.400000000000006,113.76,8500.0,21.650635094610966,-12.500000000000004,25.000000000000004,24.160245895385742,-7.389523506164551,25.265045801930818,2.5096108007747766,5.110476493835453,2.5096108007747766,5.110476493835453,5.693427470813176,0.227737098832527,1.0,1,1.0,4.2495167276446,2,1,2.750929355621338,0.7421951293945312,26.98849105834961,27,5.565810945298937,4.187145709991455,5.565810945298937,1.0296771322609604,1.5062817608217207,4.187145709991455,5.565810945298937,1.5062817608217207,0.12761652551423897,1.0296771322609604,True,True,15.424182891845703,8.587021827697754,0.05000000074505806,1.0,0.685461163520813,0.8231944441795349,0.782034695148468,True,role_conflict_triggered_at_holdout_voxel,1.0,current_wind_train,23.77641290737884,-7.725424859373681,0.5669373788524215,"[{""distance_vox"": 1.0, ""source_role"": ""current_wind_train"", ""z"": 17, ""y"": 247, ""x"": 508, ""u"": 23.77641290737884, ""v"": -7.725424859373681, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 1.4142135623730951, ""source_role"": ""current_wind_train"", ""z"": 16, ""y"": 247, ""x"": 508, ""u"": 25.22768888317591, ""v"": -6.289969285591353, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 1.4142135623730951, ""source_role"": ""context_wind"", ""z"": 16, ""y"": 247, ""x"": 510, ""u"": 22.147156689753572, ""v"": -9.217205836302591, ""base_weight"": 0.03363209490426303, ""time_conf"": 0.46830585650812145, ""qc_flags"": ""ok""}]",0.0,1.0,False,1.0,1.0,1.0,1.0,4,5.487323251368465,4.831859144561293,default_timepower15_8_4_conservative_v2,22,1036
20260206100000,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,26,244,510,34.64,113.84,13000.0,35.89968928464518,-15.238514011081666,39.0,38.80046844482422,-10.71958065032959,40.25401546251902,2.9007791601790416,4.518933360752076,2.9007791601790416,4.518933360752076,5.369849016038261,0.13768843630867336,1.0,1,1.0,4.063352119305408,2,1,1.9009785652160645,1.3511466979980469,39.007530212402344,27,5.918259232132523,5.334733486175537,5.918259232132523,0.5022722737993447,0.035115529862723704,5.334733486175537,5.918259232132523,0.035115529862723704,0.0,0.5022722737993447,True,True,33.63518142700195,11.308826446533203,0.0658394992351532,1.0,0.760250449180603,0.40161213278770447,0.37517017126083374,True,role_conflict_triggered_at_holdout_voxel,1.0,current_wind_train,41.334252925347705,-11.852406300130973,0.5669373788524215,"[{""distance_vox"": 1.0, ""source_role"": ""current_wind_train"", ""z"": 26, ""y"": 245, ""x"": 510, ""u"": 41.334252925347705, ""v"": -11.852406300130973, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""current_wind_train"", ""z"": 27, ""y"": 244, ""x"": 510, ""u"": 35.92970587277404, ""v"": -12.37158986937194, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 26, ""y"": 244, ""x"": 511, ""u"": 37.29588548255838, ""v"": -11.402496484186733, ""base_weight"": 0.04759048117633635, ""time_conf"": 0.6572182486030388, ""qc_flags"": ""ok""}]",0.0,1.0,False,1.0,1.0,1.0,1.0,4,5.487323251368465,4.831859144561293,default_timepower15_8_4_conservative_v2,22,1036
20260206100000,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,8,4.0,2,1.0,True,False,29,243,510,34.72,113.84,14500.0,37.71675376237024,-4.631035049395612,38.0,37.133750915527344,-4.741710662841797,37.43526782415928,-0.5830028468428949,-0.11067561344618504,0.5830028468428949,0.11067561344618504,0.5934150409608855,0.015616185288444355,1.0,1,1.0,6.416491632727113,2,1,1.5890668630599976,0.045383453369140625,37.513065338134766,27,1.0447499023543463,0.5703175663948059,1.0447499023543463,0.587810955287506,0.02309747456607958,0.5703175663948059,1.0447499023543463,0.02309747456607958,0.0,0.587810955287506,True,True,37.5816650390625,12.281310081481934,0.10334524512290955,1.0,0.783833384513855,0.19326011836528778,0.17328760027885437,True,role_conflict_triggered_at_holdout_voxel,1.0,current_wind_train,35.950663251164656,-1.884094424745982,0.5669373788524215,"[{""distance_vox"": 1.0, ""source_role"": ""current_wind_train"", ""z"": 29, ""y"": 243, ""x"": 509, ""u"": 35.950663251164656, ""v"": -1.884094424745982, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 29, ""y"": 243, ""x"": 511, ""u"": 40.49522196440065, ""v"": -6.413813066649457, ""base_weight"": 0.04759048117633635, ""time_conf"": 0.6572182486030388, ""qc_flags"": ""ok""}, {""distance_vox"": 1.4142135623730951, ""source_role"": ""current_wind_train"", ""z"": 28, ""y"": 244, ""x"": 510, ""u"": 37.841533324763866, ""v"": -9.434953928387031, ""base_weight"": 0.5669373788524215, ""time_conf"": 1.0, ""qc_flags"": ""ok""}]",0.0,1.0,False,1.0,1.0,1.0,1.0,4,5.487323251368465,4.831859144561293,default_timepower15_8_4_conservative_v2,22,1036
20260210024800,gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,10,5.0,2,1.0,True,False,13,249,518,34.24,114.48,6500.0,17.465323072967937,-4.354594120794014,18.0,20.099485397338867,-9.690713882446289,22.31365610538254,2.63416232437093,-5.336119761652275,2.63416232437093,5.336119761652275,5.950881049208696,0.3306045027338164,1.0,1,1.0,0.0,0,3,2.965956926345825,0.9461765289306641,23.37895965576172,27,5.291775500332868,3.559884548187256,5.291775500332868,0.9541609609977313,2.39099650102144,3.559884548187256,5.291775500332868,2.39099650102144,0.6591055488758277,0.9541609609977313,False,False,0.0,12.032795906066895,0.3148176968097687,0.0,0.7296354174613953,0.893416702747345,0.0,True,context_only_nearest_support,1.0,context_wind,-10.988074805258186,23.5640024629529,0.005755029639125293,"[{""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 13, ""y"": 249, ""x"": 517, ""u"": -10.988074805258186, ""v"": 23.5640024629529, ""base_weight"": 0.005755029639125293, ""time_conf"": 0.29163225989402913, ""qc_flags"": ""ok""}, {""distance_vox"": 1.0, ""source_role"": ""context_wind"", ""z"": 13, ""y"": 250, ""x"": 518, ""u"": 9.771732675120045, ""v"": -13.257055372487928, ""base_weight"": 0.05929650167080537, ""time_conf"": 0.5810227934789198, ""qc_flags"": ""ok""}, {""distance_vox"": 1.4142135623730951, ""source_role"": ""context_wind"", ""z"": 13, ""y"": 250, ""x"": 517, ""u"": 6.339861680908215, ""v"": 3.4926941939064124, ""base_weight"": 0.014908176328502198, ""time_conf"": 0.34065918445093696, ""qc_flags"": ""ok""}]",0.1,1.0,False,1.0,1.0,1.0,1.0,2,4.60235812241524,4.293622540876369,default_timepower15_8_4_conservative_v2;moderate_current_support_fresh_context_prefers_10_5,11,766
