kernel,confidence_mode,physics_constraint_mode,localization_policy,localization_candidate_grid,localization_radius_xy,localization_sigma_xy,localization_radius_z,localization_sigma_z,current_weight_boost,context_weight_scale,context_time_conf_power,role_conflict_mode,conflict_speed_threshold_mps,conflict_context_factor,vertical_risk_mode,vertical_localization_policy,vertical_gradient_preserve_weight,vertical_context_mismatch_damping,frames,official_holdout_frames,no_holdout_frames,holdout_points,mean_rmse_vector,mean_mae_vector,mean_bias_u,mean_bias_v,zero_filled_all_frame_mean_rmse_vector,zero_filled_all_frame_mean_mae_vector,mean_effective_reconstructed_voxels,mean_low_conf_fill_voxels,mean_obs_error_sigma_vector_mps,mean_obs_error_weight_factor,mean_adaptive_selected_radius_xy,mean_adaptive_score,mean_role_conflict_voxels,mean_role_conflict_threshold_mps,mean_role_conflict_context_factor,mean_vertical_context_mismatch_candidate_voxels,mean_vertical_oversmoothing_candidate_voxels,mean_strong_vertical_isolated_voxels,mean_vertical_localization_sigma_factor,mean_guard_active_fraction,mean_guarded_fallback_fraction,mean_dynamic_vertical_active_fraction,sum_guard_12km_plus_fallback_count,sum_guard_role_gap_fallback_count,sum_guard_remote_support_fallback_count,sum_guard_light_moderate_protected_count,mean_vertical_risk_candidate_voxels_last,mean_vertical_oversmooth_preserve_voxels_last,mean_vertical_context_mismatch_damped_voxels_last,all_strict_holdout_no_leakage,any_motion_used_as_wind
gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,"8:4,10:5",8,4.0,2,1.0,2.0,0.5,2.6,current_priority_adaptive,11.0,0.25,preserve_strong_layers,fixed,0.12,0.35,3,3,0,8,2.5252696805246067,2.4256677026478126,-1.2030366134376036,0.6516911734796706,2.5252696805246067,2.4256677026478126,201348.0,84923.66666666667,8.0,0.9999296765119551,8.0,7.333333333333333,1997.3333333333333,12.394678751627604,0.19387316207091013,2067.6666666666665,4669.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6794.333333333333,4672.0,2122.3333333333335,True,False
gaussian,diagnostic_weighted,pydda_3dvar_proxy,diagnostic_adaptive_v3,"8:4,10:5",10,5.0,2,1.0,2.0,0.5,2.6,current_priority_adaptive,11.0,0.25,preserve_strong_layers,fixed,0.12,0.35,5,5,0,10,3.9932546098433535,3.755852707884697,0.5075275774469542,-0.345011197581546,3.9932546098433535,3.755852707884697,233416.6,99802.8,8.0,0.9998668459406101,10.0,10.0,1238.8,13.238761901855469,0.2540338099002838,1727.8,3133.8,5.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4880.6,3133.0,1747.6,True,False
